177, 51, 21, 129
176, 56, 21, 132
176, 54, 21, 134
175, 57, 22, 131
176, 61, 23, 130
175, 64, 24, 128
175, 66, 24, 128
174, 64, 25, 130
173, 57, 25, 137
173, 52, 26, 139
173, 55, 27, 135
174, 59, 25, 136
174, 54, 25, 145
173, 54, 26, 148
172, 56, 26, 146
172, 58, 26, 144
172, 64, 26, 137
171, 59, 27, 140
171, 62, 26, 136
170, 60, 26, 141
169, 58, 27, 142
169, 60, 27, 142
169, 64, 27, 135
170, 67, 27, 130
171, 67, 26, 129
170, 68, 27, 130
169, 72, 26, 125
170, 76, 27, 122
167, 79, 27, 119
168, 79, 27, 121
166, 83, 27, 113
165, 87, 27, 109
165, 83, 27, 113
164, 85, 27, 113
166, 87, 27, 110
164, 86, 28, 114
163, 93, 29, 106
163, 95, 31, 103
163, 100, 30, 98
163, 100, 31, 96
162, 103, 31, 93
163, 105, 31, 91
161, 105, 32, 89
161, 100, 33, 92
161, 105, 32, 89
162, 105, 33, 88
164, 99, 33, 90
164, 97, 32, 91
162, 102, 33, 88
163, 95, 35, 90
163, 95, 35, 90
163, 93, 34, 93
164, 90, 35, 93
161, 94, 34, 95
161, 97, 34, 95
159, 102, 35, 93
158, 111, 33, 88
159, 116, 32, 86
156, 116, 34, 85
157, 115, 33, 89
158, 117, 33, 85
159, 119, 32, 84
159, 118, 33, 84
159, 116, 32, 87
159, 118, 33, 86
159, 121, 33, 80
159, 124, 33, 77
158, 126, 32, 77
159, 126, 33, 75
160, 126, 33, 76
159, 127, 33, 77
158, 124, 32, 78
158, 120, 32, 80
157, 114, 33, 83
157, 112, 34, 85
155, 115, 32, 83
155, 109, 33, 89
155, 106, 34, 91
157, 92, 35, 98
157, 85, 36, 103
155, 81, 35, 107
157, 66, 35, 121
158, 69, 34, 119
161, 69, 34, 120
156, 62, 41, 121
154, 59, 42, 124
158, 61, 40, 121
158, 64, 40, 120
161, 57, 38, 126
162, 58, 41, 122
160, 57, 41, 122
165, 58, 39, 120
163, 62, 42, 119
164, 62, 42, 121
162, 66, 43, 120
165, 70, 42, 117
168, 71, 45, 119
161, 63, 46, 123
159, 64, 48, 125
156, 57, 53, 126
153, 53, 55, 127
155, 49, 56, 127
160, 51, 57, 122
161, 46, 56, 121
168, 41, 54, 126
171, 47, 52, 123
175, 50, 52, 116
177, 55, 49, 111
178, 52, 45, 113
175, 42, 47, 115
175, 43, 48, 112
172, 44, 47, 108
172, 40, 46, 107
174, 48, 48, 106
174, 48, 47, 104
174, 34, 49, 104
177, 36, 47, 104
180, 32, 45, 100
180, 35, 44, 101
179, 32, 43, 103
177, 35, 42, 101
178, 35, 42, 100
175, 36, 40, 98
179, 33, 39, 98
175, 26, 39, 97
177, 31, 37, 95
177, 31, 36, 94
179, 33, 36, 93
177, 33, 36, 92
177, 32, 36, 92
179, 36, 36, 91
178, 33, 36, 98
180, 37, 36, 98
181, 40, 37, 99
181, 43, 36, 94
180, 44, 37, 92
178, 45, 36, 91
178, 39, 38, 101
179, 39, 36, 103
175, 38, 36, 104
173, 42, 39, 98
174, 41, 38, 97
170, 34, 37, 103
167, 37, 39, 101
168, 33, 38, 104
168, 35, 38, 102
166, 36, 38, 99
167, 36, 38, 95
163, 34, 39, 90
164, 36, 39, 92
168, 35, 37, 96
166, 40, 35, 100
161, 44, 37, 99
160, 39, 38, 101
160, 41, 37, 100
160, 39, 38, 102
161, 38, 38, 99
167, 38, 38, 100
167, 34, 39, 105
168, 35, 38, 103
168, 35, 38, 105
169, 35, 37, 106
173, 36, 37, 100
172, 36, 37, 109
173, 36, 38, 106
172, 35, 39, 102
168, 38, 43, 102
167, 39, 43, 101
168, 47, 44, 101
172, 30, 43, 102
168, 32, 47, 104
165, 41, 47, 104
163, 42, 48, 100
164, 43, 49, 96
167, 41, 47, 93
169, 54, 44, 90
166, 59, 44, 90
166, 60, 43, 89
162, 65, 43, 87
166, 70, 41, 81
169, 63, 41, 74
167, 56, 42, 76
167, 52, 41, 82
168, 61, 40, 78
174, 55, 39, 80
174, 56, 37, 81
176, 62, 36, 78
176, 62, 37, 79
180, 73, 36, 79
180, 74, 35, 79
178, 78, 37, 80
177, 77, 38, 80
177, 78, 37, 82
179, 84, 39, 76
178, 84, 42, 75
179, 87, 42, 73
181, 92, 42, 71
179, 96, 45, 68
177, 97, 46, 68
175, 99, 50, 68
177, 101, 50, 67
178, 104, 51, 64
176, 106, 53, 65
175, 106, 54, 67
176, 107, 54, 68
176, 109, 55, 68
177, 110, 53, 68
176, 111, 52, 68
176, 115, 53, 67
176, 115, 51, 68
176, 116, 49, 66
174, 115, 49, 66
172, 114, 50, 66
170, 112, 48, 67
171, 113, 46, 65
